question_id,question_text,correct_answer,option1,option2,option3,category_id,difficulty
2732,"In the movie ""Back to the Future,"" what speed does Doc Brown's DeLorean need to reach in order to travel through time?",88 mph,77 mph,100 mph,70 mph,4,medium
2733,Which of these movies did Jeff Bridges not star in?,The Hateful Eight,Tron: Legacy,The Hateful Eight,The Giver,4,easy
2734,"Who directed the 2015 movie ""The Revenant""?",Alejandro G. Iñárritu,Christopher Nolan,David Fincher,Alejandro G. Iñárritu,4,easy
2735,When was the movie 'Con Air' released?,1997,1985,1999,1997,4,easy
2736,Who played Sgt. Gordon Elias in 'Platoon' (1986)?,Willem Dafoe,Willem Dafoe,Charlie Sheen,Matt Damon,4,medium
2737,The killer in the 1981 film 'My Bloody Valentine' wears what sort of outfit?,Mining gear,Clown costume,Santa suit,Mining gear,4,medium
2738,"This movie contains the quote, ""Nobody puts Baby in a corner.""",Dirty Dancing,Three Men and a Baby,Ferris Bueller's Day Off,Dirty Dancing,4,easy
2739,"Which of these actors/actresses is NOT a part of the cast for the 2016 movie ""Suicide Squad""?",Scarlett Johansson,Jared Leto,Will Smith,Scarlett Johansson,4,easy
2740,Which former Star Trek actor directed Three Men and a Baby (1987)?,Leonard Nimoy,Leonard Nimoy,William Shatner,George Takei,4,medium
2741,What is the oldest Disney film?,Snow White and the Seven Dwarfs,Pinocchio,Snow White and the Seven Dwarfs,Dumbo,4,easy
2742,Darth Vader's famous reveal to Luke is iconic. But which of these is the right one?,"""No. I am your father.""","""Luke, I am your father.""","""You're wrong. I am your father.""","""The truth is that I am your father.""",4,medium
2743,"What is the name of the villian in the 2015 Russian-American Sci-Fi Movie ""Hardcore Henry""?",Akan,Estelle,Jimmy,Henry,4,medium
2744,"About how much money did it cost for Tommy Wiseau to make his masterpiece ""The Room"" (2003)?",$6 Million,"$20,000",$6 Million,$1 Million,4,medium
2745,Which was the first of Alfred Hitchcock's movies to be filmed in colour?,Rope,Psycho,Vertigo,Rebecca,4,hard
2746,"In the 1964 film ""Zulu"", what song does the British Army company sing before the final battle?",Men of Harlech,Scotland the Brave,Colonel Bogey March,The British Grenadiers,4,hard
2747,"In the 2010 Nightmare on Elm Street reboot, who played Freddy Kruger?",Jackie Earle Haley,Tyler Mane,Jackie Earle Haley,Derek Mears,4,medium
2748,The 1996 film 'Fargo' is primarily set in which US state?,Minnesota,North Dakota,South Dakota,Minnesota,4,easy
2749,"Who starred as Bruce Wayne and Batman in Tim Burton's 1989 movie ""Batman""?",Michael Keaton,George Clooney,Val Kilmer,Michael Keaton,4,easy
2750,What is the correct spelling of the protagonist of the book in The NeverEnding Story (1984)?,Atreyu,Atrayu,Atraiyu,Atreyu,4,medium
2751,"After India, which country produces the second most movies per year?",Nigeria,United States,China,Nigeria,4,medium
2752,"Which of the following was not one of ""The Magnificent Seven""?",Clint Eastwood,Steve McQueen,Charles Bronson,Clint Eastwood,4,easy
2753,"Which musical artist had a prominent role in the 2017 film ""Kingsman: The Golden Circle""?",Elton John,Lady Gaga,Rihanna,Justin Bieber,4,medium
2754,"In the movie ""Blade Runner"", what is the term used for human-like androids ?",Replicants,Replicants,Cylons,Synthetics,4,easy
2755,"Who played the female lead in the 1933 film ""King Kong""?",Fay Wray,Jean Harlow,Fay Wray,Vivien Leigh,4,easy
2756,"In the 1976 film 'Taxi Driver', how many guns did Travis buy from the salesman?",4,2,6,4,4,hard
2757,In which African country was the 2006 film 'Blood Diamond' mostly set in?,Sierra Leone,Liberia,Burkina Faso,Sierra Leone,4,medium
2758,Which movie sequel had improved box office results compared to its original film?,Toy Story 2,Sin City: A Dame to Kill For,Toy Story 2,Speed 2: Cruise Control,4,medium
2761,"How much money did the 2019 Marvel movie ""Avengers: Endgame"" gross for it's record-breaking worldwide opening weekend?",1.2 billion USD,640 million USD,1.2 billion USD,456 million USD,4,medium
2762,"What city did the monster attack in the film, ""Cloverfield""?","New York, New York","Las Vegas, Nevada","Chicago, Illinois","Orlando, Florida",4,medium
2764,"In what year does Jurassic World open in the ""Jurassic Park"" universe?",2005,2007,2015,2020,4,hard
2765,"Who directed ""E.T. the Extra-Terrestrial"" (1982)?",Steven Spielberg,Stanley Kubrick,James Cameron,Tim Burton,4,easy
2766,"Who played Deputy Marshal Samuel Gerard in the 1993 film ""The Fugitive""?",Tommy Lee Jones,Tommy Lee Jones,Harrison Ford,Harvey Keitel,4,easy
2768,Which of these Disney classics was released in 1970?,The Aristocats,The Aristocats,One Hundred and One Dalmatians,The Fox and the Hound,4,medium
2769,Which movie of film director Stanley Kubrick is known to be an adaptation of a Stephen King novel?,The Shining,2001: A Space Odyssey,The Shining,Dr. Strangelove,4,medium
2770,Johnny Depp made his big-screen acting debut in which film?,A Nightmare on Elm Street,A Nightmare on Elm Street,My Bloody Valentine,Halloween,4,medium
2771,Which boxer was famous for striking the gong in the introduction to J. Arthur Rank films?,Bombardier Billy Wells,Freddie Mills,Terry Spinks,Don Cockell,4,hard
2772,What was the name of the protagonist in the movie Commando (1985)?,John Matrix,Ben Richards,John Matrix,Douglas Quaid,4,medium
2775,"Who voices the main character Blu in the 2011 animated film ""Rio""?",Jesse Eisenberg,Michael Cera,Jonah Hill,Jesse Eisenberg,4,medium
2776,"According to the Star Wars lore, what is Han Solo's home planet?",Corellia,Tatooine,Corellia,Naboo,4,medium
2777,"""The first rule is: you don't talk about it"" is a reference to which movie?",Fight Club,The Island,Fight Club,Unthinkable,4,easy
2779,What was the first monster to appear alongside Godzilla?,Anguirus,King Kong,Mothra,King Ghidora,4,easy
2781,"What is the name of the Artificial Intelligence system in the 1983 film, ""WarGames""?",War Operation Plan Response,War Operation Plan Response,Self Evolving Thought Helix,Master Control Program,4,medium
2782,Which Marvel superhero did Chris Evans play prior to his role as Captain America?,Human Torch,Cyclops,Iceman,Daredevil,4,medium
2783,"Who is frozen at the end of the movie ""Goldeneye""?",Boris Grishenko,Boris Grishenko,James Bond,Natalya Simonova,4,easy
2786,What was the first feature-length computer-animated movie?,Toy Story,Tron,Lion king,Toy Story,4,easy
2787,Daniel Radcliffe became a global star in the film industry due to his performance in which film franchise?,Harry Potter,Ted,Spy Kids,Harry Potter,4,easy
2788,Who Voices the Devil on Devil's Flight in Final Destination 3?,Tony Todd,Tony Todd,Wendy Christensen,Ian McKinley,4,hard
2790,"Who plays ""Bruce Wayne"" in the 2008 movie ""The Dark Knight""?",Christian Bale,Michael Caine,Ron Dean,Heath Ledger,4,medium
2791,What was the last Marx Brothers film to feature Zeppo?,Duck Soup,A Night at the Opera,A Day at the Races,Duck Soup,4,hard
2796,Where does the original Friday The 13th movie take place?,Camp Crystal Lake,Packanack,Camp Crystal Lake,Higgins Haven,4,easy
2797,"In ""Jurassic World"", which company purchases InGen and creates Jurassic World?",Masrani Global Corporation,Biology Synthetics Technologies,International Genetics Incorporated,International Genetic Technologies,4,medium
2798,Which of these films is NOT set in Los Angeles?,RoboCop,Blade Runner,The Terminator,Predator 2,4,easy
2799,"Who played the Cenobite called ""Pinhead"" in the original Hellraiser films?",Doug Bradley,Doug Jones,Doug Bradley,Doug Savant,4,medium
2800,"In the movie ""Spaceballs"", what are the Spaceballs attempting to steal from Planet Druidia?",Air,The Schwartz,Princess Lonestar,Air,4,easy
2801,What was the first movie to ever use a Wilhelm Scream?,Distant Drums,Treasure of the Sierra Madre,Distant Drums,The Charge at Feather River,4,hard
2802,"What is the species of the ""Predator"" in the 1987 movie ""Predator""?",Yautja,Xenomorph,Praetorian,Yautja,4,hard
2804,Leonardo Di Caprio won his first Best Actor Oscar for his performance in which film?,The Revenant,The Wolf Of Wall Street,Shutter Island,Inception,4,medium
2807,Which year was the first official Youtube Rewind released?,2010,2012,2011,2010,4,easy
2808,"In the ""Jurassic Park"" universe, when did ""Jurassic Park: San Diego"" begin construction?",1985,1988,1986,1993,4,hard
2809,"Which 1994 film did Roger Ebert famously despise, saying ""I hated hated hated hated hated this movie"".",North,North,3 Ninjas Kick Back,The Santa Clause,4,hard
2812,"In the Mad Max franchise, what type of car is the Pursuit Special driven by Max?",Ford Falcon,Holden Monaro,Chrysler Valiant Charger,Pontiac Firebird,4,medium
2813,What name did Tom Hanks give to his volleyball companion in the film `Cast Away`?,Wilson,Friday,Wilson,Jones,4,easy
2816,Which 1958 movie starred Kirk Douglas and Tony Curtis as half-brothers Einar and Eric?,The Vikings,The Long Ships,The Vikings,Prince Valiant,4,medium
2817,Which of the following movies was not based on a novel by Stephen King?,The Thing,Carrie,Misery,The Thing,4,easy
2818,Which singer is portrayed by Bruce Campbell in the 2002 film 'Bubba Ho-Tep'?,Elvis Presley,Johnny Cash,"Hank Williams, Sr.",Elvis Presley,4,hard
2820,"What is the correct phrase for the Latin saying ""Romanes Eunt Domus"" in Monty Python's Life of Brian?",Romani Ite Domum,Romani Ite Domum,Romans Go Home,Roxani Ite Domum,4,medium
2822,Who plays the Nemesis in the Resident Evil movies?,Matthew Taylor,Jason Dip,Eric Mabius,Matthew Taylor,4,medium
2823,"In what year did Clint Eastwood star as Inspector Harry Callahan in the film ""Dirty Harry""?",1971,1975,1971,1983,4,hard
2824,"What breed of dog was Marley in the film ""Marley & Me"" (2008)?",Labrador Retriever,Golden Retriever,Labrador Retriever,Dalmatian,4,easy
2825,Who wrote and directed the 1986 film 'Platoon'?,Oliver Stone,Francis Ford Coppola,Stanley Kubrick,Oliver Stone,4,easy
2826,"Who played Batman in the 1997 film ""Batman and Robin""?",George Clooney,Michael Keaton,George Clooney,Val Kilmer,4,medium
2827,Who plays the character of Po in the Kung Fu Panda movies?,Jack Black,Mirana Jonnes,McConahey Ramses,Jim Petersson,4,easy
2829,Which movie released in 2016 features Superman and Batman fighting?,Batman v Superman: Dawn of Justice,Batman v Superman: Superapocalypse,Batman v Superman: Dawn of Justice,Batman v Superman: Black of Knight,4,easy
2830,"In the 1979 British film ""Quadrophenia"" what is the name of the main protagonist?",Jimmy Cooper,Pete Townshend,Franc Roddam,Jimmy Cooper,4,medium
2831,Which actor and martial artist starred as Colonel Guile in the 1994 action film adaptation of Street Fighter?,Jean-Claude Van Damme,Jean-Claude Van Damme,Chuck Norris,Steven Seagal,4,medium
2832,"Who directed the 1973 film ""American Graffiti""?",George Lucas,Ron Howard,Francis Ford Coppola,George Lucas,4,medium
2833,"What is the name of James Dean's character in the 1955 movie ""Rebel Without a Cause""?",Jim Stark,Ned Stark,Jim Kane,Jim Stark,4,medium
2836,"In Big Hero 6, what fictional city is the Big Hero 6 from?",San Fransokyo,San Fransokyo,San Tokyo,Tokysisco,4,easy
2837,"In the ""Jurassic Park"" universe, what is the name of the island that contains InGen's Site B?",Isla Sorna,Isla Sorna,Isla Nublar,Isla Pena,4,medium
2839,"Which actor plays the character ""Tommy Jarvis"" in ""Friday the 13th: The Final Chapter"" (1984)?",Corey Feldman,Macaulay Culkin,Corey Feldman,Mel Gibson,4,medium
2840,What character in the Winnie the Pooh films was added by Disney and does not appear in the original books?,Gopher,Tigger,Gopher,Heffalumps,4,medium
2842,What is the name of the robot in the 1951 science fiction film classic 'The Day the Earth Stood Still'?,Gort,Robby,Gort,Colossus,4,medium
2843,Which movie did NOT feature the late actor John Candy?,Ghostbusters,Ghostbusters,Little Shop Of Horrors,Home Alone,4,hard
2844,The 2016 Disney animated film 'Moana' is based on which culture?,Polynesian,Native American,Japanese,Polynesian,4,easy
2846,"What is the name of the first ""Star Wars"" film by release order?",A New Hope,The Phantom Menace,The Force Awakens,A New Hope,4,medium
2848,Who voiced the character Draco in the 1996 movie 'DragonHeart'?,Sean Connery,Sean Connery,Dennis Quaid,Pete Postlethwaite,4,medium
2851,"Who provided a majority of the songs and lyrics for ""Spirit: Stallion of the Cimarron""?",Bryan Adams,Smash Mouth,Oasis,Bryan Adams,4,medium
2855,"In the Super Mario Bros. Movie (2023), who plays Toad?",Keegan-Michael Key,Seth Rogan,Charlie Day,Keegan-Michael Key,4,easy
2856,In which 1955 film does Frank Sinatra play Nathan Detroit?,Guys and Dolls,Anchors Aweigh,From Here to Eternity,Guys and Dolls,4,medium
2857,"Which documentary film maker wrote and starred in the film ""My Scientology Movie"" which first debuted in 2015?",Louis Theroux,Errol Morris,Joe Berlinger,Adam Curtis,4,medium
2858,"In the 1992 film ""Army of Darkness"", what name does Ash give to his double-barreled shotgun?",Boomstick,Bloomstick,Blastbranch,2-Pump Chump,4,easy
2860,What film did James Cameron's Avatar dethrone as the highest-grossing film ever?,Titanic,Titanic,Star Wars,Gone with the Wind,4,medium
2862,What mutated animals act as monsters in the movie 'Night of the Lepus'?,Rabbits,Dogs,Rats,Bats,4,medium
2864,What is the name of the queen's pet in A Bug's Life?,Aphie,Flik,Hopper,Dot,4,medium
2865,"What Queen song plays during the final fight scene of the film ""Hardcore Henry""?",Don't Stop Me Now,Brighton Rock,Don't Stop Me Now,Another Bites the Dust,4,medium
2868,"What is the name of the foley artist who designed the famous sounds of Star Wars, including Chewbacca's roar and R2-D2's beeps and whistles?",Ben Burtt,Ken Burns,Ralph McQuarrie,Ben Burtt,4,medium
2870,Which one of these action movies are shot entirely in one take?,Victoria,Ip Man 2,The Bourne Legacy,Léon: The Professional,4,medium
2871,In what year was the first Transformers movie released?,1986,1986,2007,1984,4,medium
2873,"In ""Star Trek Nemesis"", why was Praetor Shinzon created?",To replace Picard as a Romulan Agent,To destroy the Enterprise,To become Picard's friend,To steal the Enterprise,4,hard
2874,"What is the name of the dog that played Toto in the 1939 film ""The Wizard of Oz""?",Terry,Terry,Tommy,Teddy,4,medium
2878,"In the 1979 British film ""Quadrophenia"" what is the name of the seaside city the mods are visiting?",Brighton,Eastbourne,Mousehole,Bridlington,4,medium
2880,"What does TIE stand for in reference to the TIE Fighter in ""Star Wars""?",Twin Ion Engine,Twin Iron Engine,Twin Intercepter Engine,Twin Inception Engine,4,medium
2881,"In the film ""Harry Potter and the Order of The Phoenix"", why was Harry Potter's scream, after Sirius Black died, muted?",Too Agonizing,Too Loud,Too Harsh,Too Agonizing,4,hard
2883,"What is the name of the assassin in the first ""Hellboy"" movie?",Karl Ruprecht Kroenen,Klaus Werner von Krupt,Grigori Efimovich Rasputin,Karl Ruprecht Kroenen,4,hard
2887,"Who was the director of ""Scott Pilgrim vs. the World (2010)""?",Edgar Wright,Phil Lord,Chris Miller,Seth Rogan,4,medium
2888,"What did Alfred Hitchcock use as blood in the film ""Psycho""?",Chocolate syrup,Ketchup,Red food coloring,Maple syrup,4,hard
2890,What is the name of the fictional retro-mod band starring Austin Powers as the lead vocalist?,Ming Tea,Cough Fi,Ming Tea,Spear Mint,4,easy
2891,"Which actor plays the role of the main antagonist in the 2011 movie ""Tower Heist?""",Alan Alda,Alan Alda,Eddie Murphy,Alec Baldwin,4,medium
2893,What was the wifi password given to Stephen Strange in Doctor Strange?,Shambala,Peace,Shambala,Ancient,4,hard
2897,"Who performed the opening theme song for the James Bond 007 movie ""Goldfinger""?",Shirley Basey,Shirley Basey,Tom Jones,John Barry,4,medium
2898,Which movie includes a giant bunny-like spirit who has magic powers including growing trees?,My Neighbor Totoro,My Neighbor Totoro,Hop,Rise of the Guardians,4,easy
2899,"In what Disney movie can you spot the character ""Pac-Man"" in if you look closely enough in some scenes?",Tron,Big Hero 6,Tron,Fantasia,4,hard
2903,"Before getting the shotgun, what did the titular hobo in 'Hobo with a Shotgun' want to purchase?",a lawnmower,a lawnmower,a revolver,a guitar,4,medium
2904,"Which actors made up the trio in ""The Good, the Bad, and the Ugly""?","Clint Eastwood, Eli Wallach, and Lee Van Cleef","Sergio Leone, Ennio Morricone, and Tonino Delli Colli","Clint Eastwood, Eli Wallach, and Lee Van Cleef","Yul Brynner, Steve McQueen, and Charles Bronson",4,hard
2905,"In the 2012 film, ""The Lorax"", who is the antagonist?",Aloysius O'Hare,Ted Wiggins,The Once-Ler,Grammy Norma,4,easy
2906,"Which of the following is not the name of a ""Bond Girl""?",Vanessa Kensington,Pam Bouvier,Mary Goodnight,Wai Lin,4,easy
2907,"Who plays Jack Burton in the movie ""Big Trouble in Little China?""",Kurt Russell,Kurt Russell,Patrick Swayze,John Cusack,4,easy
2908,"In the Friday The 13th series, what year did Jason drown in?",1957,1955,1957,1953,4,hard
2910,"Which of the following actors does not play a role in the movie ""The Usual Suspects?""",Steve Buscemi,Steve Buscemi,Kevin Spacey,Benicio Del Toro,4,medium
2911,"At the end of the 2001 film ""Rat Race"", whose concert do the contestants crash?",Smash Mouth,Smash Mouth,Bowling for Soup,Sum 41,4,easy
2913,"In the 2014 film ""Birdman"", what is the primary instrument in the score?",Drums,Saxophone,Violin,Drums,4,medium
2914,"In Back to the Future Part II, Marty and Dr. Emmett Brown go to which future date?","October 21, 2015","August 28, 2015","October 21, 2015","July 20, 2015",4,medium
2915,"What is the name of the island that ""Jurassic Park"" is built on?",Isla Nublar,Isla Sorna,Isla Muerta,Isla Pena,4,easy
2917,"In the ""Jurassic Park"" universe, what was the first dinosaur cloned by InGen in 1986?",Velociraptor,Velociraptor,Triceratops,Troodon,4,hard
2918,"Which 90's comedy cult classic features cameos appearances from Meat Loaf, Alice Cooper and Chris Farley?",Wayne's World,Bill & Ted's Excellent Adventure,Dumb and Dumber,Wayne's World,4,medium
2920,"Ed Koch, the Mayor of New York in 1984, played himself in which Muppets movie?",The Muppets Take Manhattan,The Great Muppet Caper,The Muppets Take Manhattan,The Muppet Christmas Carol,4,medium
2923,"In ""Mean Girls"", who has breasts that tell when it's raining?",Karen Smith,Gretchen Weiners,Janice Ian,Cady Heron,4,easy
2924,"In the movie ""V for Vendetta,"" what is the date that masked vigilante ""V"" urges people to remember?",November 5th,November 6th,November 5th,November 4th,4,easy
2927,In which movie does Robin Williams' character have to disguise themselves into a woman?,Mrs. Doubtfire,Mrs. Doubtfire,Old Dogs,Jumanji,4,medium
2932,"In the Lord of the Rings: The Two Towers, where are the party of orcs taking the hobbits?",Isengard,Rivendell,Mordor,Isengard,4,easy
2938,"In the 1995 film ""Balto"", who are Steele's accomplices?","Kaltag, Nikki, and Star","Dusty, Kirby, and Ralph","Nuk, Yak, and Sumac","Kaltag, Nikki, and Star",4,easy
2939,Mark Wahlberg played the titular character of which 2008 video-game adaptation?,Max Payne,Max Payne,Alan Wake,Hitman,4,medium
2943,Which of the following movies was not based on a book?,Citizen Kane,Citizen Kane,The Godfather,Forrest Gump,4,medium
2945,"Who voiced Metalbeard in ""The Lego Movie""?",Nick Offerman,Liam Neeson,Morgan Freeman,Nick Offerman,4,medium
2953,In what year was the first Indian movie submitted for an Oscar?,1957,1957,1962,1938,4,hard
2955,"What three movies, in order from release date, make up the ""Dollars Trilogy""?","""A Fistful of Dollars"", ""For a Few Dollars More"", ""The Good, the Bad, and the Ugly""","""A Fistful of Dollars"", ""For a Few Dollars More"", ""The Good, the Bad, and the Ugly""","""The Good, the Bad, and the Ugly"", ""For A Few Dollars More"", ""A Fistful of Dollars""","""For a Few Dollars More"", ""The Good, the Bad, and the Ugly"", ""A Fistful of Dollars""",4,hard
2956,What were the Chilled Monkey Brains made from during Indiana Jones and the Temple of Doom?,Custard and Raspberry Sauce,Strawberry Ice Cream,Cherry Yogurt,Custard and Raspberry Sauce,4,medium
2957,Which of the following actors has only been in a Quentin Tarantino directed film once?,John Travolta,John Travolta,Christoph Waltz,Harvey Keitel,4,easy
2965,"The 1939 movie ""The Wizard of Oz"" contained a horse that changed color, what material did they use to achieve this effect?",Gelatin,Dye,Paint,Gelatin,4,medium
2966,What was the first James Bond film?,Dr. No,Goldfinger,From Russia With Love,Dr. No,4,easy
2970,"In the 1971 film ""Willy Wonka & the Chocolate Factory"", who played Willy Wonka?",Gene Wilder,Shia LeBouf,Gene Wilder,Peter Ostrum,4,medium
2973,Which animated movie was first to feature a celebrity as a voice actor?,Aladdin,Toy Story,James and the Giant Peach,Aladdin,4,easy
2974,"Which iconic character is featured in movies such as ""The Enforcer"", ""Sudden Impact"", and ""The Dead Pool""?",Dirty Harry,Indiana Jones,James Bond,Harry Potter,4,medium
2980,"Which actor played the main character in the 1990 film ""Edward Scissorhands""?",Johnny Depp,Clint Eastwood,Leonardo DiCaprio,Johnny Depp,4,medium
2985,"According to ""Star Wars"" lore, which planet does Obi-Wan Kenobi come from?",Stewjon,Alderaan,Tatooine,Stewjon,4,hard
2996,Which one of these actors is said to be cut from the film 'E.T. the Extra-Terrestrial'?,Harrison Ford,Michael J. Fox,Andy Kaufman,Arnold Schwarzenegger,4,medium
3006,"In the movie ""Cast Away"" the main protagonist's best friend while on the island is named",Wilson,Carson,Jackson,Willy,4,easy
3008,"In 2012, which movie won every category in the 32nd ""Golden Raspberry Awards""?",Jack and Jill,The Girl with the Dragon Tattoo,Thor,The King's Speech,4,hard
3010,"What was the title of the first Bond movie, released in 1962?",Dr. No,From Russia with Love,Dr. No,Goldfinger,4,easy
3012,Which film has been critically regarded as the best film of all time?,Citizen Kane,Avatar,The Godfather Part II,The Room,4,easy
3013,Which of the following James Bond villains is not affiliated with the SPECTRE organization?,Auric Goldfinger,Dr. Julius No,Rosa Klebb,Emilio Largo,4,medium
3014,In which 1973 film does Yul Brynner play a robotic cowboy who malfunctions and goes on a killing spree?,Westworld,Runaway,Android,Westworld,4,medium
3021,"Who starred in the film 1973 movie ""Enter The Dragon""?",Bruce Lee,Jackie Chan,Jet Li,Yun-Fat Chow,4,easy
3022,"What was Marilyn Monroe`s character's first name in the film ""Some Like It Hot""?",Sugar,Honey,Sugar,Caramel,4,medium
3027,"What was the name of the actor who played Leatherface in the 1974 horror film, The Texas Chainsaw Massacre?",Gunnar Hansen,Edwin Neal,Gunnar Hansen,John Dugan,4,hard
3029,"Which movie contains the quote, ""Say hello to my little friend!""?",Scarface,Reservoir Dogs,Heat,Scarface,4,easy
3034,What did the first moving picture depict?,A galloping horse,A galloping horse,A woman in a dress,A man walking,4,hard
3036,Which of the following films was NOT directed by Quentin Tarantino?,From Dusk till Dawn,Jackie Brown,From Dusk till Dawn,Pulp Fiction,4,medium
3052,"In order to cut costs, what were most of the extras of Mad Max (1979) paid with?",Beer,Fast food,Food stamps,Beer,4,hard
3069,Which actress danced the twist with John Travolta in 'Pulp Fiction'?,Uma Thurman,Kathy Griffin,Pam Grier,Uma Thurman,4,easy
3071,Which town is the setting for the Disney movie The Love Bug (1968)?,San Francisco,San Francisco,Los Angeles,Sacramento,4,medium
3074,"In ""ALF"", what was ALF's real name?",Gordon Shumway,Gordon Milipp,Gordon Shumway,Gordon Foster,4,easy
3076,"What year did the movie ""Napoleon Dynamite"" come out?",2004,2002,2003,2005,4,medium
3078,"Brendan Fraser starred in the following movies, except which one?",Titanic,Monkeybone,Encino Man,Mrs. Winterbourne,4,medium
3087,"What was another suggested name for, the 1985 film, Back to the Future?",Spaceman From Pluto,Hill Valley Time Travelers,The Time Travelers,Spaceman From Pluto,4,medium
3092,"When does ""Rogue One: A Star Wars Story"" take place chronologically in the series?",Between Episode 3 and 4,After Episode 6,Between Episode 3 and 4,Before Episode 1,4,easy
3093,"This movie contains the quote, ""I love the smell of napalm in the morning!""",Apocalypse Now,Platoon,Apocalypse Now,The Deer Hunter,4,medium
3097,"In the 1974 Christmas flick ""The Year Without a Santa Claus,"" what are the names of the two elves who help Mrs. Claus save Christmas?",Jingle & Jangle,Buddy & Bobby,Holly & Jolly,Snowflake & Icicle,4,hard
3100,"In Finding Nemo, what was the name of Nemo's mom?",Coral,Sandy,Pearl,Shelly,4,medium
3103,"This movie contains the quote, ""Houston, we have a problem.""",Apollo 13,The Right Stuff,Capricorn One,Apollo 13,4,easy
